"Dataset","PeakNo","Wavenumber","Intensity"
"Polyethylene5.GreyFragment",27,3486.6,484.5
"Polyethylene6.LightBlueFragment",1,2929.8,3926.5
"Polyethylene6.LightBlueFragment",2,2879,3510.5
"Polyethylene6.LightBlueFragment",3,1452.6,2159.2
"Polyethylene6.LightBlueFragment",4,1530,2499.2
"Polyethylene6.LightBlueFragment",5,1341.7,1503.6
"Polyethylene6.LightBlueFragment",6,1303.5,813.1
"Polyethylene6.LightBlueFragment",7,1731.8,731.6
"Polyethylene6.LightBlueFragment",8,1140.3,761
"Polyethylene6.LightBlueFragment",9,2242.7,757.1
"Polyethylene6.LightBlueFragment",10,1614.5,633.5
"Polyethylene6.LightBlueFragment",11,1041.8,505.4
"Polyethylene6.LightBlueFragment",12,248.6,356.2
"Polyethylene6.LightBlueFragment",13,682.9,481.8
"Polyethylene6.LightBlueFragment",14,832.4,427.7
"Polyethylene6.LightBlueFragment",15,430.5,374.7
"Polyethylene6.LightBlueFragment",16,587.6,402.3
"Polyethylene6.LightBlueFragment",17,353.9,331.8
"Polyethylene6.LightBlueFragment",18,741.8,266.2
"Polyethylene6.LightBlueFragment",19,641.3,236.3
"Polyethylene6.LightBlueFragment",20,904.8,274
"Polyethylene6.LightBlueFragment",21,3053.9,256.4
"Polyethylene6.LightBlueFragment",22,1953.2,221
"Polyethylene6.LightBlueFragment",23,2724.3,223.4
"Polyethylene6.LightBlueFragment",24,1002.1,200.3
"Polyethylene6.LightBlueFragment",25,2278.6,204.1
"Polyethylene6.LightBlueFragment",26,2121.5,128.7
"Polyethylene7.BlueFragment",1,1390.6,20594.8
"Polyethylene7.BlueFragment",2,1344.4,10653.9
"Polyethylene7.BlueFragment",3,1527.4,12957.1
"Polyethylene7.BlueFragment",4,1441.8,4642
"Polyethylene7.BlueFragment",5,1204.3,4861
"Polyethylene7.BlueFragment",6,2879,3713.7
"Polyethylene7.BlueFragment",7,2850.2,2984.4
"Polyethylene7.BlueFragment",8,679.9,3640.2
"Polyethylene7.BlueFragment",9,1148.7,2676
"Polyethylene7.BlueFragment",10,590.6,3430.2
"Polyethylene7.BlueFragment",11,1298,1695.9
"Polyethylene7.BlueFragment",12,316.9,2345.9
"Polyethylene7.BlueFragment",13,1484.7,1684.2
"Polyethylene7.BlueFragment",14,1596.1,1436.1
"Polyethylene7.BlueFragment",15,1254.1,1557
"Polyethylene7.BlueFragment",16,485.2,1468.8
"Polyethylene7.BlueFragment",17,838.2,1023
"Polyethylene7.BlueFragment",18,2778.7,1065.1
"Polyethylene7.BlueFragment",19,3056.1,1115.8
"Polyethylene7.BlueFragment",20,2595.8,925.9
"Polyethylene7.BlueFragment",21,527.5,1048.9
"Polyethylene7.BlueFragment",22,424.4,783.9
"Polyethylene7.BlueFragment",23,744.8,1289.5
"Polyethylene7.BlueFragment",24,1877.6,787.1
"Polyethylene7.BlueFragment",25,2015.5,836.6
"Polyethylene7.BlueFragment",26,1708.5,766.6
"Polyethylene7.BlueFragment",27,1918,695.1
"Polyethylene8.LightBlueFilm",1,2850.2,10235.7
"Polyethylene8.LightBlueFilm",2,2881.2,11892.9
"Polyethylene8.LightBlueFilm",3,1295.3,5039.8
"Polyethylene8.LightBlueFilm",4,1447.2,2899.7
