Count_,NUMBER_,LOCATION,MAP_NAME,EAST_1984,NORTH_1984,ZONE_,HOLE,DEPTH_FT,DEPTH_M,PETROLOGY,PET_DESC,Rock,REFERENCE,REF_DESC,ORG_NUMBER,SiO2,TiO2,Al2O3,Fe2O3,FeO,MnO,MgO,CaO,Na2O,K2O,P2O5,H2O,CO2,Co,Cr,Cu,Ni,Rb,Sr,V,Y,Zn,Zr,Lith
189,1685,CUE,CUE,587518.5,6995586,50,,-9999,-9999,U,uralitized,High-Mg Basalt,JAH,JA Hallberg,CSIR,525000,5300,120000,25000,72000,1600,90000,112000,18600,700,400,23000,1000,65,854,89,143,3,189,221,13,55,53,HIGH MG BASALT
190,1686,CUE,CUE,593754.6,6994002,50,,-9999,-9999,U,uralitized,Basalt,JAH,JA Hallberg,CSIR,533000,7500,158000,35000,80000,1500,39000,75000,38300,2900,800,22000,3000,60,14,73,53,7,195,260,29,75,67,BASALT
191,1687,CUE,CUE,620163.4,7018425,50,,-9999,-9999,CTS,chlorite tremolite schist,High-Mg Basalt,JAH,JA Hallberg,CSIR,490000,2400,85000,15000,91000,1700,177000,75000,2700,400,100,50000,0.01,90,1308,30,590,2,17,162,11,80,7,HIGH MG BASALT
1565,1403,WIDGIEMOOLTHA,WIDGIEMOOLTHA,360667.4,6515363,51,5893,633,192.93,CTS,chlorite tremolite schist,High-Mg Basalt,MJH,"MJ Hough PhD thesis, ANU, 1975",ANU,491000,3200,62000,14000,91000,2000,242000,86000,2900,300,100,53000,1000,132,2662,95,1373,2,35,126,7,112,16,HIGH MG BASALT
1068,87,NORSEMAN,NORSEMAN,385422.7,6437382,51,C59,650,198.12,U,uralitized,Dolerite,JAH,JA Hallberg,UWA,497000,10900,146000,16000,105000,2200,78000,111000,25000,1700,2200,10000,0.01,49,260,109,154,1,81,274,25,110,70,DOLERITE
1018,37,NORSEMAN,NORSEMAN,383597.6,6436684,51,C111,700,213.36,U,uralitized,Basalt,JAH,JA Hallberg,UWA,506000,9300,153000,15000,96000,2200,66000,112000,31000,2400,1700,12000,0.01,60,345,104,157,12,101,336,20,149,57,BASALT
1077,96,NORSEMAN,NORSEMAN,385501.3,6437383,51,C60,700,213.36,U,uralitized,Basalt,JAH,JA Hallberg,UWA,517000,8500,152000,13000,93000,2100,61000,101000,37000,1900,1500,10000,3000,62,365,124,149,11,93,369,24,129,49,BASALT
1108,127,NORSEMAN,NORSEMAN,386896.3,6436752,51,S49,700,213.36,R,recrystallized,Basalt,JAH,JA Hallberg,UWA,550000,10200,127000,17000,103000,3000,61000,95000,23000,1900,1500,8000,0.01,55,270,19,116,1,79,101,19,122,61,BASALT
1467,1296,WIDGIEMOOLTHA,WIDGIEMOOLTHA,360698.9,6518936,51,4147,709,216.1,R,recrystallized,Basalt,MJH,"MJ Hough PhD thesis, ANU, 1975",ANU,543000,7100,143000,18000,66000,1900,70000,118000,29700,900,600,13000,2000,50,345,54,89,8,157,225,14,83,39,BASALT
130,999,COOLGARDIE,KALGOORLIE,318564,6563076,51,MD3B,715,217.93,U,uralitized,Basalt,JAH,JA Hallberg,CSIR,536000,6600,153000,23000,76000,1800,58000,115000,15100,1000,1200,14000,0.01,73,305,68,122,8,115,194,28,78,47,BASALT
131,1000,COOLGARDIE,KALGOORLIE,318564,6563076,51,MD3B,715,217.93,U,uralitized,Basalt,JAH,JA Hallberg,CSIR,517000,6700,156000,26000,84000,1900,62000,115000,18700,1000,1300,13000,0.01,62,305,70,118,8,113,192,21,81,49,BASALT
1595,1440,WIDGIEMOOLTHA,WIDGIEMOOLTHA,358462,6526205,51,3303,732,223.11,R,recrystallized,High-Mg Basalt,MJH,"MJ Hough PhD thesis, ANU, 1975",ANU,484000,4500,85000,18000,102000,2300,2.00E+05,83000,13600,2500,300,39000,0.01,112,2755,2,884,18,24,173,8,141,23,HIGH MG BASALT
1589,1433,WIDGIEMOOLTHA,WIDGIEMOOLTHA,358462,6526205,51,3303,785,239.26,R,recrystallized,High-Mg Basalt,MJH,"MJ Hough PhD thesis, ANU, 1975",ANU,502000,5600,111000,24000,94000,2200,132000,91000,31400,4000,300,17000,1000,88,1058,19,271,11,69,203,12,204,32,HIGH MG BASALT
1019,38,NORSEMAN,NORSEMAN,383597.6,6436684,51,C111,800,243.84,U,uralitized,Dolerite,JAH,JA Hallberg,UWA,526000,9600,145000,15000,95000,2200,74000,113000,24000,1600,1500,10000,0.01,52,265,144,112,10,104,265,30,107,61,DOLERITE
1078,97,NORSEMAN,NORSEMAN,385501.3,6437383,51,C60,800,243.84,U,uralitized,Basalt,JAH,JA Hallberg,UWA,479000,10700,165000,18000,111000,2200,70000,94000,38000,2200,1500,14000,1000,71,470,52,155,11,72,448,25,141,59,BASALT
269,1867,HYDEN,HYDEN,759331.3,6436962,50,,-9999,-9999,R,recrystallized,Basalt,JAH,JA Hallberg,CSIR,515000,5300,135000,21000,77000,1700,86000,124000,16700,700,300,14000,0.01,80,347,21,145,3,74,263,19,62,25,BASALT
271,1869,HYDEN,HYDEN,760074.1,6419988,50,,-9999,-9999,R,recrystallized,Basalt,JAH,JA Hallberg,CSIR,523000,6700,124000,24000,78000,2000,88000,114000,18600,800,400,13000,1000,65,529,40,145,4,121,280,14,50,37,BASALT
272,1870,HYDEN,HYDEN,763145.4,6419322,50,,-9999,-9999,U,uralitized,Dolerite,JAH,JA Hallberg,CSIR,516000,13800,137000,42000,99000,2200,52000,80000,35000,1600,1000,14000,0.01,89,94,61,82,3,128,361,33,108,86,DOLERITE
273,1871,HYDEN,HYDEN,763059.7,6419047,50,,-9999,-9999,U,uralitized,Dolerite,JAH,JA Hallberg,CSIR,501000,9800,141000,30000,95000,2100,70000,110000,19400,1700,800,14000,2000,72,175,40,128,3,99,324,25,75,52,DOLERITE
275,1043,JACKSON,JACKSON,688987.4,6600185,50,,-9999,-9999,R,recrystallized,Basalt,JAH,JA Hallberg,CSIR,515000,6000,143000,17000,71000,2100,79000,128000,23800,400,1000,13000,0.01,58,259,79,128,3,98,262,20,76,43,BASALT
277,1045,JACKSON,JACKSON,688989,6600277,50,,-9999,-9999,R,recrystallized,Basalt,JAH,JA Hallberg,CSIR,511000,5600,137000,25000,80000,1800,88000,120000,18500,600,500,10000,0.01,28,218,35,122,5,56,231,22,68,38,BASALT
278,1046,JACKSON,JACKSON,688881,6600187,50,,-9999,-9999,R,recrystallized,Basalt,JAH,JA Hallberg,CSIR,523000,4800,145000,26000,69000,1500,85000,97000,16800,1300,700,18000,0.01,44,221,78,71,1,75,219,17,70,38,BASALT
279,1047,JACKSON,JACKSON,688881,6600187,50,,-9999,-9999,R,recrystallized,Basalt,JAH,JA Hallberg,CSIR,504000,4600,142000,22000,78000,1300,107000,107000,12800,500,700,18000,0.01,36,354,80,116,8,72,272,26,91,39,BASALT
280,1048,JACKSON,JACKSON,688801.2,6600188,50,,-9999,-9999,R,recrystallized,Basalt,JAH,JA Hallberg,CSIR,515000,5100,142000,28000,70000,1700,88000,111000,15700,1100,300,11000,0.01,42,242,78,103,2,114,250,18,74,34,BASALT
283,1051,JACKSON,JACKSON,688054.7,6600109,50,,-9999,-9999,R,recrystallized,Dolerite,JAH,JA Hallberg,CSIR,485000,4300,125000,17000,90000,2000,133000,94000,16700,400,700,30000,1000,42,883,77,346,2,80,239,16,87,30,DOLERITE
1551,1385,WIDGIEMOOLTHA,WIDGIEMOOLTHA,360667.4,6515363,51,5893,820,249.93,,,Spinel Peridotite,MJ,"M James BSc Hons thesis, UWA, 1970",ANU,472000,2600,41000,13000,84000,1400,324000,53000,2400,200,100,60000,3000,138,2048,95,2045,4,24,101,7,128,7,SPIN PERIDOTITE
1585,1423,WIDGIEMOOLTHA,WIDGIEMOOLTHA,358462,6526205,51,3303,853,259.99,CTS,chlorite tremolite schist,High-Mg Basalt,MJH,"MJ Hough PhD thesis, ANU, 1975",ANU,444000,5600,106000,18000,120000,2100,219000,70000,4300,1100,400,57000,10000,102,2440,111,620,3,14,226,11,503,29,HIGH MG BASALT
1552,1386,WIDGIEMOOLTHA,WIDGIEMOOLTHA,360667.4,6515363,51,5893,858,261.51,,,Spinel Peridotite,MJ,"M James BSc Hons thesis, UWA, 1970",ANU,449000,2800,57000,13000,86000,1800,341000,42000,2000,100,100,63000,2000,143,2224,41,1855,2,21,99,6,83,13,SPIN PERIDOTITE
1534,1366,WIDGIEMOOLTHA,WIDGIEMOOLTHA,358740.7,6525131,51,5821,880,268.22,S,serpentinized,Peridotite,MJH,"MJ Hough PhD thesis, ANU, 1975",ANU,469000,1000,21000,7000,68000,1200,392000,36000,300,100,100,79000,6000,115,1577,16,1789,2,39,52,3,165,4,PERIDOTITE
1020,39,NORSEMAN,NORSEMAN,383597.6,6436684,51,C111,900,274.32,U,uralitized,Dolerite,JAH,JA Hallberg,UWA,528000,9100,161000,7000,73000,2300,67000,117000,23000,1300,1400,7000,0.01,52,275,38,179,5,115,261,17,97,55,DOLERITE
1079,98,NORSEMAN,NORSEMAN,385501.3,6437383,51,C60,900,274.32,U,uralitized,Basalt,JAH,JA Hallberg,UWA,534000,8500,148000,11000,74000,1900,46000,132000,17000,1100,1700,11000,12000,57,490,109,148,1,90,306,22,90,49,BASALT
1498,1330,WIDGIEMOOLTHA,WIDGIEMOOLTHA,360488.9,6514899,51,5897,906,276.14,S,serpentinized,Peridotite,MJH,"MJ Hough PhD thesis, ANU, 1975",ANU,469000,300,11000,7000,69000,1900,408000,29000,500,100,100,95000,10000,116,625,2,785,2,20,32,5,143,3,PERIDOTITE
1588,1432,WIDGIEMOOLTHA,WIDGIEMOOLTHA,360667.4,6515363,51,5846,993,302.66,R,recrystallized,High-Mg Basalt,MJH,"MJ Hough PhD thesis, ANU, 1975",ANU,501000,6400,115000,24000,95000,1900,114000,104000,34800,1400,600,18000,0.01,78,964,3,177,5,70,225,14,142,36,HIGH MG BASALT
126,995,COOLGARDIE,KALGOORLIE,318564,6563076,51,MD2B,995,303.27,U,uralitized,Basalt,JAH,JA Hallberg,CSIR,493000,5200,117000,26000,93000,2400,117000,110000,19700,1000,1400,17000,2000,70,585,38,367,1,82,168,20,144,39,BASALT
127,996,COOLGARDIE,KALGOORLIE,318564,6563076,51,MD2B,995,303.27,U,uralitized,Basalt,JAH,JA Hallberg,CSIR,528000,6600,154000,16000,66000,1600,73000,1.00E+05,36800,800,1600,12000,4000,48,310,1,143,1,199,192,17,113,56,BASALT
1021,40,NORSEMAN,NORSEMAN,383597.6,6436684,51,C111,1000,304.8,RB,recrystallized; biotite,Basalt,JAH,JA Hallberg,UWA,492000,8300,153000,12000,97000,1800,83000,93000,34000,5100,1400,13000,1000,57,385,114,187,55,260,375,26,110,69,BASALT
1080,99,NORSEMAN,NORSEMAN,385501.3,6437383,51,C60,1000,304.8,U,uralitized,Dolerite,JAH,JA Hallberg,UWA,494000,10600,143000,19000,108000,1800,76000,114000,21000,500,1000,10000,0.01,62,260,119,155,5,94,318,26,116,69,DOLERITE
1468,1297,WIDGIEMOOLTHA,WIDGIEMOOLTHA,360698.9,6518936,51,4147,1043,317.9,R,recrystallized,Basalt,MJH,"MJ Hough PhD thesis, ANU, 1975",ANU,529000,7800,146000,23000,83000,1800,71000,119000,15000,3500,700,18000,2000,52,270,69,53,51,124,263,17,89,45,BASALT
1566,1404,WIDGIEMOOLTHA,WIDGIEMOOLTHA,360667.4,6515363,51,5893,1068,325.52,CTS,chlorite tremolite schist,High-Mg Basalt,MJH,"MJ Hough PhD thesis, ANU, 1975",ANU,472000,3800,61000,14000,92000,1900,265000,80000,1400,100,200,54000,1000,123,3547,57,1348,2,21,116,7,295,22,HIGH MG BASALT
1022,41,NORSEMAN,NORSEMAN,383597.6,6436684,51,C111,1100,335.28,U,uralitized,Basalt,JAH,JA Hallberg,UWA,499000,10400,154000,12000,92000,1900,71000,111000,34000,4000,1700,10000,0.01,58,355,65,154,34,103,353,25,119,65,BASALT
1081,100,NORSEMAN,NORSEMAN,385501.3,6437383,51,C60,1100,335.28,U,uralitized,Basalt,JAH,JA Hallberg,UWA,504000,9200,152000,14000,96000,2300,73000,110000,31000,1700,1700,9000,0.01,68,395,103,150,7,96,318,28,117,55,BASALT
1082,101,NORSEMAN,NORSEMAN,385501.3,6437383,51,C60,1100,335.28,U,uralitized,Basalt,JAH,JA Hallberg,UWA,501000,9200,155000,16000,96000,2100,66000,112000,31000,1700,1000,9000,0.01,68,395,103,150,7,96,318,28,117,55,BASALT
1023,42,NORSEMAN,NORSEMAN,383597.6,6436684,51,C111,1200,365.76,U,uralitized,Basalt,JAH,JA Hallberg,UWA,490000,8500,149000,9000,98000,2200,80000,104000,37000,2000,1100,18000,1000,56,405,127,180,22,89,327,22,96,51,BASALT
1083,102,NORSEMAN,NORSEMAN,385501.3,6437383,51,C60,1200,365.76,U,uralitized,Basalt,JAH,JA Hallberg,UWA,509000,9000,151000,9000,80000,2600,57000,130000,23000,1500,1700,8000,11000,53,395,111,140,1,106,333,20,94,57,BASALT
1554,1388,WIDGIEMOOLTHA,WIDGIEMOOLTHA,360667.4,6515363,51,5893,1237,377.03,,,Spinel Peridotite,MJ,"M James BSc Hons thesis, UWA, 1970",ANU,472000,2500,49000,14000,90000,1600,320000,42000,300,100,200,61000,3000,122,2551,49,1518,4,23,116,6,153,12,SPIN PERIDOTITE
1567,1405,WIDGIEMOOLTHA,WIDGIEMOOLTHA,360667.4,6515363,51,5893,1265,385.57,CTS,chlorite tremolite schist,High-Mg Basalt,MJH,"MJ Hough PhD thesis, ANU, 1975",ANU,483000,3900,66000,14000,93000,1800,246000,79000,1300,300,300,58000,9000,121,2731,157,1170,2,16,143,8,393,25,HIGH MG BASALT
1024,43,NORSEMAN,NORSEMAN,383597.6,6436684,51,C111,1300,396.24,U,uralitized,Dolerite,JAH,JA Hallberg,UWA,498000,8700,151000,8000,102000,1600,86000,109000,22000,1700,1300,10000,1000,60,405,62,194,17,78,300,20,123,46,DOLERITE
1586,1430,WIDGIEMOOLTHA,WIDGIEMOOLTHA,360667.4,6515363,51,5893,1308,398.67,R,recrystallized,High-Mg Basalt,MJH,"MJ Hough PhD thesis, ANU, 1975",ANU,513000,6800,124000,24000,96000,2100,98000,93000,37400,1300,500,18000,3000,67,501,87,107,19,139,241,14,218,39,HIGH MG BASALT
132,1001,COOLGARDIE,KALGOORLIE,318564,6563076,51,MD3B,1315,400.81,U,uralitized,Basalt,JAH,JA Hallberg,CSIR,516000,6600,153000,24000,79000,1900,70000,111000,26600,800,1300,13000,0.01,48,281,77,159,1,88,182,12,87,43,BASALT
1568,1406,WIDGIEMOOLTHA,WIDGIEMOOLTHA,360667.4,6515363,51,5893,1333,406.29,CTS,chlorite tremolite schist,High-Mg Basalt,SPI,,ANU,432000,4700,104000,19000,128000,2100,205000,90000,5300,700,400,53000,7000,127,3909,8,464,3,28,213,10,258,23,HIGH MG BASALT
990,9,NORSEMAN,NORSEMAN,382969.2,6436677,51,C114,1350,411.48,U,uralitized,Basalt,JAH,JA Hallberg,UWA,556000,8400,163000,7000,68000,1900,47000,112000,30000,500,1200,6000,0.01,50,665,99,202,3,119,280,19,75,60,BASALT
1025,44,NORSEMAN,NORSEMAN,383597.6,6436684,51,C111,1400,426.72,U,uralitized,Basalt,JAH,JA Hallberg,UWA,524000,10500,162000,15000,85000,1900,51000,102000,39000,2600,1500,10000,0.01,57,380,168,205,15,145,368,28,113,65,BASALT
1085,104,NORSEMAN,NORSEMAN,385501.3,6437383,51,C60,1400,426.72,U,uralitized,Basalt,JAH,JA Hallberg,UWA,505000,9000,153000,9000,89000,2300,80000,1.00E+05,35000,1100,1500,9000,0.01,59,345,91,142,4,100,342,18,118,52,BASALT
1481,1313,WIDGIEMOOLTHA,WIDGIEMOOLTHA,360667.4,6515363,51,5893,1440,438.91,S,serpentinized,Peridotite,MJH,"MJ Hough PhD thesis, ANU, 1975",ANU,461000,1100,27000,7000,68000,1100,421000,6000,200,100,100,116000,7000,97,1881,47,2035,3,5,54,2,69,3,PERIDOTITE
991,10,NORSEMAN,NORSEMAN,382969.2,6436677,51,C114,1450,441.96,U,uralitized,Basalt,JAH,JA Hallberg,UWA,515000,9000,153000,10000,93000,2400,60000,119000,31000,2600,1500,11000,0.01,59,345,39,149,6,102,309,23,125,59,BASALT
1026,45,NORSEMAN,NORSEMAN,383597.6,6436684,51,C111,1500,457.2,U,uralitized,Basalt,JAH,JA Hallberg,UWA,491000,10200,153000,9000,102000,2000,77000,111000,30000,2500,1300,12000,0.01,59,320,93,162,18,90,356,25,108,63,BASALT
992,11,NORSEMAN,NORSEMAN,382969.2,6436677,51,C114,1550,472.44,U,uralitized,Basalt,JAH,JA Hallberg,UWA,529000,9600,156000,11000,86000,2200,62000,108000,24000,3400,1500,9000,0.01,61,370,134,177,35,101,324,22,104,58,BASALT
1027,46,NORSEMAN,NORSEMAN,383597.6,6436684,51,C111,1600,487.68,U,uralitized,Basalt,JAH,JA Hallberg,UWA,508000,10100,157000,15000,89000,2500,53000,117000,24000,2700,1400,13000,0.01,51,415,39,154,13,90,317,21,139,59,BASALT
1486,1318,WIDGIEMOOLTHA,WIDGIEMOOLTHA,360667.4,6515363,51,5893,1644,501.09,S,serpentinized,Peridotite,MJH,"MJ Hough PhD thesis, ANU, 1975",ANU,443000,700,26000,8000,81000,1200,418000,12000,100,100,100,122000,3000,172,1893,142,3628,2,2,54,2,165,6,PERIDOTITE
